Datetime,A_Optimal - Voltage DC [V],A_Optimal - Current DC [A],A_Optimal - Power DC [W],A_Optimal - Temperature [C],Ambient Temperature [C],Global Radiation [W/m2],Ultraviolet [W/m2],Wind Velocity [m/s],Wind Direction [Deg],Precipitation [mm],day_of_year,hour_and_minute,A_Optimal - Power DC [W]_shift_1440,y_truth,y_pred
2017-01-20 08:15:00,30.85666666666667,1.6523333333333334,51.011116666666666,7.933333333333334,5.7766671333333335,68.8322408,4.039377466666667,2.7366668,341.12431466666663,0.0,20.0,8.366666666666667,47.73343333333333,47.733433,30.849812
2017-01-20 08:30:00,31.35666666666667,2.307666666666667,72.33151666666666,9.379999999999999,5.738889266666666,113.45106853333333,5.848831333333334,2.1255554,191.7931803333333,0.0,20.0,8.616666666666667,66.3763,66.3763,61.24954
2017-01-20 08:45:00,31.063333333333333,2.9465,91.51265,11.626666666666667,6.8533333999999995,164.33110533333334,7.986724933333333,2.345555533333333,339.0448906666667,0.0,20.0,8.866666666666667,85.82876666666667,85.828766,70.94254
2017-01-20 09:00:00,30.716666666666665,3.4971666666666663,107.39865833333333,13.986666666666668,7.883333733333333,212.272268,10.1750696,2.8844446,332.632772,0.0,20.0,9.116666666666667,103.706825,103.706825,78.21424
2017-01-20 09:15:00,30.490000000000002,4.000666666666667,121.96281666666667,16.37333333333333,8.713333866666666,259.40366,12.404665866666667,1.8466667333333333,307.80792399999996,0.0,20.0,9.366666666666667,120.14025833333334,120.14026,79.48774
2017-01-20 09:30:00,30.183333333333334,4.505166666666667,135.97549999999998,18.386666666666667,9.290000266666668,311.7564493333333,14.727321333333332,2.0533334,323.0564013333333,0.0,20.0,9.616666666666667,133.66081666666665,133.66081,108.07492
2017-01-20 09:45:00,30.223333333333336,4.977666666666667,150.43228333333334,17.953333333333333,9.861111466666667,363.99820266666666,17.029766666666667,2.4155556,330.12192799999997,0.0,20.0,9.866666666666667,145.78957499999999,145.78958,120.72483
2017-01-20 10:00:00,29.946666666666665,5.272833333333334,157.86594166666666,20.646666666666665,10.485555866666667,399.3219226666667,19.275226,1.9222223999999999,306.6521333333333,0.0,20.0,10.116666666666667,158.46982500000001,158.46982,124.76867
2017-01-20 10:15:00,29.553333333333335,5.723666666666667,169.15553333333335,22.2,11.024444666666666,440.64814133333334,21.5732004,2.348889,312.25907466666666,0.0,20.0,10.366666666666667,168.890725,168.89073,125.14608
2017-01-20 10:30:00,29.64,6.1770000000000005,183.10521666666668,21.32,11.305555733333334,490.91653866666667,23.9729304,2.693333266666667,282.68387379999996,0.0,20.0,10.616666666666667,177.37310833333333,177.37311,133.59836
2017-01-20 10:45:00,29.85666666666667,4.696,140.35266666666666,20.433333333333334,11.416667200000001,383.536252,22.596937733333334,2.4055556,325.24536133333334,0.0,20.0,10.866666666666667,186.44318333333334,186.44318,140.68962
2017-01-20 11:00:00,29.723333333333336,4.316333333333334,128.18265833333334,20.526666666666664,11.463334266666667,419.726,23.208394133333332,3.103333533333333,305.02077733333334,0.0,20.0,11.116666666666667,191.07331666666667,191.07332,142.47746
2017-01-20 11:15:00,30.026666666666664,2.5679999999999996,77.15635833333334,17.946666666666665,11.292222666666667,263.91096,18.94546666666667,2.6588890000000003,298.98332,0.0,20.0,11.366666666666667,191.65760833333334,191.65761,154.40947
2017-01-20 11:30:00,30.21333333333333,2.928166666666667,88.72219166666667,16.633333333333333,11.365556,299.707024,21.01336666666667,2.7311111333333336,269.29271493333334,0.0,20.0,11.616666666666667,196.71438333333333,196.71439,141.84874
2017-01-20 11:45:00,29.613333333333333,5.155500000000001,152.99454166666666,23.293333333333333,12.177778133333334,514.1233386666667,26.877272133333335,1.3277777333333334,106.25498933333333,0.0,20.0,11.866666666666667,201.01915833333334,201.01917,141.49007
2017-01-20 12:00:00,29.043333333333333,3.1318333333333332,90.91565,24.259999999999998,12.291111866666666,378.72273333333334,19.7950708,2.122222333333333,186.12873286666667,0.0,20.0,12.116666666666667,204.48684999999998,204.48685,140.52727
2017-01-20 12:15:00,29.996666666666666,1.5888333333333333,47.65913333333333,17.12,11.495555733333333,196.506152,13.507172800000001,2.9811113333333332,41.297629199999996,0.0,20.0,12.366666666666667,209.23136666666667,209.23137,141.01173
2017-01-20 12:30:00,30.133333333333333,1.604,48.341274999999996,15.046666666666665,11.378889733333333,214.31800533333336,15.2450244,2.5566666666666666,256.8768058,0.0,20.0,12.616666666666667,208.75330833333334,208.75331,142.91621
2017-01-20 12:45:00,30.2375,2.31,69.88526041666667,15.483333333333334,11.366667166666668,286.22043,19.737559333333333,2.95416675,334.0102166666667,0.0,20.0,12.841666666666667,208.90278125,208.90279,142.80965
2017-01-20 13:15:00,31.208333333333332,5.209916666666667,163.63571666666667,22.753333333333334,11.791111733333334,615.2922053333333,31.270090533333335,2.640000133333333,316.19462666666664,0.0,20.0,13.366666666666667,179.65394166666667,179.65395,126.88293
2017-01-20 13:30:00,29.39333333333333,3.916333333333333,116.47153333333333,26.586666666666666,11.9477784,453.43440000000004,27.558489333333334,2.0211112,292.85082,0.0,20.0,13.616666666666667,109.07209166666667,109.07209,133.2935
2017-01-20 13:45:00,30.970000000000002,5.5065,170.56182500000003,23.18,11.988889066666667,596.7878933333334,31.11143333333333,2.6411111333333332,286.4146973333334,0.0,20.0,13.866666666666667,158.63751666666667,158.63751,144.99107
2017-01-20 14:00:00,29.533333333333335,3.062,90.26408333333333,20.44,12.4788892,411.20436666666666,23.522437733333334,2.7100001333333332,125.16475953333334,0.0,20.0,14.116666666666667,178.47016666666667,178.47017,124.49316
2017-01-20 14:15:00,30.216666666666665,2.145166666666667,64.83091666666667,16.04,12.201111333333333,267.1706693333333,18.8992812,2.1344446,122.106336,0.0,20.0,14.366666666666667,185.36929999999998,185.3693,120.18433
2017-01-20 14:30:00,30.173333333333332,1.4176666666666666,42.823274999999995,14.94,11.868889466666667,163.076864,15.451265866666667,2.2333336666666668,185.14817713333335,0.0,20.0,14.616666666666667,174.19343333333333,174.19344,119.367516
2017-01-20 14:45:00,30.16,1.5551666666666668,46.93278333333333,14.133333333333333,11.491111733333334,142.3941693333333,15.140236533333333,1.8800000666666667,164.7947862,0.0,20.0,14.866666666666667,130.54921666666667,130.54921,100.3125
2017-01-20 15:00:00,30.076666666666664,1.6691666666666667,50.282783333333334,15.053333333333335,11.4477788,141.38274266666667,14.897629733333334,2.345555666666667,297.2470285333333,0.0,20.0,15.116666666666667,116.69521666666667,116.69521,100.21968
2017-01-20 15:15:00,30.41,1.7403333333333333,53.21814166666666,14.726666666666667,11.524444533333334,128.83516133333333,13.965216533333335,2.0088888666666667,91.66778946666666,0.0,20.0,15.366666666666667,122.46713333333334,122.46713,100.27327
2017-01-20 15:30:00,29.94333333333333,4.831166666666666,144.72225833333331,20.44,11.911111333333334,351.1102786666667,16.8908208,1.1622222,57.75080906666667,0.0,20.0,15.616666666666667,99.39776666666667,99.397766,95.73235
2017-01-20 15:45:00,28.996666666666666,2.9991666666666665,88.07978333333334,23.186666666666667,12.577778,271.1030592,14.104573733333332,1.2688888666666667,96.5055972,0.0,20.0,15.866666666666667,123.05835,123.05835,81.01698
2017-01-20 16:00:00,29.10666666666667,2.592833333333333,77.455225,18.1,12.265555866666666,162.89332293333334,11.120077199999999,1.6544444666666667,91.50323546666667,0.0,20.0,16.116666666666667,107.83782500000001,107.83782,76.75132
2017-01-20 16:15:00,28.773333333333333,1.506,44.30583333333333,17.779999999999998,12.315556666666668,159.77946746666666,9.108182866666668,1.5888889333333334,51.5550666,0.0,20.0,16.366666666666667,88.35455,88.35455,58.37501
2017-01-20 16:30:00,29.746666666666666,1.0573333333333332,31.45328333333333,14.860000000000001,11.910001066666666,111.52364853333333,7.131009466666667,2.452222466666667,29.841140666666668,0.0,20.0,16.616666666666667,67.94060833333333,67.940605,39.08556
2017-01-20 16:45:00,29.93,1.481,44.41003333333333,14.386666666666667,11.828889333333334,124.47326746666667,5.149411333333333,1.7522221999999998,20.083721533333335,0.0,20.0,16.866666666666667,54.751758333333335,54.75176,29.208078
2017-01-20 17:00:00,29.376666666666665,0.86875,25.86734166666667,15.34,11.9488892,106.5875616,3.0272272,2.0788889999999998,30.939889866666665,0.0,20.0,17.116666666666667,23.811208333333337,23.811209,28.048136
2017-01-20 17:15:00,27.386666666666667,0.1996666666666667,5.399966666666667,12.9,11.440000133333333,36.95588866666667,1.9216460666666668,2.6055556,20.219435333333333,0.0,20.0,17.366666666666667,5.7250708333333336,5.725071,25.749643
2017-01-20 17:30:00,19.389999999999997,0.034166666666666665,0.8659166666666667,11.706666666666667,10.794445066666666,11.411631066666667,1.1238979333333332,2.4022221999999998,30.496256266666666,0.0,20.0,17.616666666666667,1.7505166666666667,1.7505167,6.473259
2017-01-20 17:45:00,0.0,0.0,0.0,11.4,10.566668,5.353829,0.824917,2.4,31.575414,0.0,20.0,17.75,1.054,1.054,6.415678
2017-01-21 07:30:00,5.475,0.0225,0.49275,4.8,5.2583335,6.02299075,0.89635975,3.4583335,321.66349,0.0,21.0,7.70825,0.49846875,0.49846876,6.415484
2017-01-21 07:45:00,26.970000000000002,0.31350000000000006,8.651458333333332,5.3533333333333335,5.447777866666667,12.583635466666665,1.4203625333333332,2.525555666666667,338.694856,0.0,21.0,7.866666666666666,8.902425,8.902425,6.489975
2017-01-21 08:00:00,29.903333333333332,0.9328333333333333,28.000983333333334,6.566666666666666,5.641111466666667,34.87534746666667,2.6098401333333334,2.6766668666666664,333.7796866666667,0.0,21.0,8.116666666666667,31.314675,31.314674,14.535603
2017-01-21 08:15:00,30.59333333333333,1.5599999999999998,47.73343333333333,8.446666666666667,6.083333533333334,65.95345706666667,4.1441018666666665,2.7311111333333336,326.1123146666667,0.0,21.0,8.366666666666667,53.771550000000005,53.77155,30.849226
2017-01-21 08:30:00,31.05,2.1383333333333336,66.3763,10.293333333333333,6.475555733333334,104.58543386666666,5.951007533333334,2.4700001333333335,328.00159866666667,0.0,21.0,8.616666666666667,73.61819999999999,73.6182,67.41446
2017-01-21 08:45:00,30.803333333333335,2.787,85.82876666666667,12.893333333333334,7.120000266666667,150.90367866666665,8.002499199999999,1.8344445333333332,331.1372533333333,0.0,21.0,8.866666666666667,90.68216666666667,90.68217,70.29463
2017-01-21 09:00:00,30.69,3.3800000000000003,103.706825,14.360000000000001,8.197778066666666,200.80480266666666,10.221277733333332,1.1666667333333334,212.88387806666665,0.0,21.0,9.116666666666667,107.35444166666666,107.35444,78.2561
2017-01-21 09:15:00,30.509999999999998,3.9381666666666666,120.14025833333334,16.133333333333333,9.2688896,253.91765333333333,12.551464533333334,1.2433334,58.22533993333333,0.0,21.0,9.366666666666667,122.438275,122.43828,79.88943
2017-01-21 09:30:00,30.21333333333333,4.424166666666666,133.66081666666665,18.146666666666665,10.108889333333334,304.7892053333333,14.889222266666668,1.3988888000000002,254.60218260000002,0.0,21.0,9.616666666666667,135.46279166666667,135.4628,108.5792
2017-01-21 09:45:00,29.92666666666667,4.872,145.78957499999999,20.42,10.9977784,349.692316,17.311598133333334,1.448889,173.75629759999998,0.0,21.0,9.866666666666667,148.038325,148.03833,108.998055
2017-01-21 10:00:00,29.85,5.309,158.46982500000001,20.733333333333334,11.676667066666665,396.80152266666664,19.7054632,2.5133333333333336,30.8725316,0.0,21.0,10.116666666666667,157.288575,157.28857,121.228615
2017-01-21 10:15:00,29.703333333333333,5.6865,168.890725,21.62,12.163333866666667,431.378872,21.963590266666664,2.4022224666666663,33.6039618,0.0,21.0,10.366666666666667,167.52359166666668,167.52359,124.92697
2017-01-21 10:30:00,29.436666666666667,6.025666666666667,177.37310833333333,23.046666666666667,12.524444933333333,459.94217066666664,24.170619866666666,2.3688890000000002,29.520631599999998,0.0,21.0,10.616666666666667,173.99934166666665,173.99934,125.21307
2017-01-21 10:45:00,29.426666666666666,6.3358333333333325,186.44318333333334,22.62,12.916667333333333,480.1323946666667,26.1767416,2.316666666666667,20.769917066666668,0.0,21.0,10.866666666666667,183.5021416666667,183.50214,126.008934
2017-01-21 11:00:00,29.146666666666665,6.5565,191.07331666666667,23.86,13.178888933333333,527.3782826666667,27.903388800000002,2.214444466666667,30.703415066666665,0.0,21.0,11.116666666666667,193.62958333333333,193.62958,140.41429
2017-01-21 11:15:00,28.526666666666664,6.718833333333333,191.65760833333334,27.90666666666667,13.423333866666667,553.059256,29.296957733333333,1.7811112,39.1265568,0.0,21.0,11.366666666666667,199.8566583333333,199.85666,143.40025
2017-01-21 11:30:00,28.556666666666665,6.8895,196.71438333333333,27.84,13.551111466666667,577.9867626666667,30.7245992,2.0055556666666665,58.88996013333333,0.0,21.0,11.616666666666667,203.382525,203.38252,165.90504
2017-01-21 11:45:00,28.43,7.070666666666667,201.01915833333334,27.92,13.817778,592.2403919999999,31.79721026666667,2.230000066666667,35.40140546666667,0.0,21.0,11.866666666666667,206.3841416666667,206.38414,165.90501
2017-01-21 12:00:00,28.436666666666667,7.191166666666666,204.48684999999998,27.7,14.130000266666666,603.4847333333333,32.6126424,2.1344445333333337,30.6212796,0.0,21.0,12.116666666666667,208.00696250000001,208.00696,165.90501
2017-01-21 12:15:00,28.363333333333333,7.377,209.23136666666667,28.066666666666666,14.245555999999999,624.3103173333333,33.4424936,2.2944444666666666,54.56301893333333,0.0,21.0,12.366666666666667,208.98718333333332,208.98718,165.90501
2017-01-21 12:30:00,28.25,7.3895,208.75330833333334,28.706666666666667,14.482222533333333,622.3556906666668,33.58197866666667,1.8944446,55.543648733333335,0.0,21.0,12.616666666666667,212.549125,212.54912,165.90501
2017-01-21 12:45:00,28.043333333333333,6.327333333333333,177.99863333333332,29.36,14.7300012,585.909956,32.53241186666666,1.8266666666666667,63.94528206666667,0.0,21.0,12.866666666666667,182.87631666666667,182.87631,165.90501
2017-01-21 13:00:00,28.540000000000003,4.861833333333333,140.75825,23.94,14.428889066666667,376.298436,25.992248,2.0488887333333334,44.0731084,0.0,21.0,13.116666666666667,215.13969166666666,215.1397,165.90501
2017-01-21 13:15:00,28.10666666666667,6.383833333333333,179.65394166666667,29.133333333333333,15.1000008,546.7217266666667,30.82443346666667,1.6566666666666667,169.0933656,0.0,21.0,13.366666666666667,214.11246666666665,214.11247,165.90498
2017-01-21 13:30:00,28.59,3.754833333333333,109.07209166666667,23.646666666666665,15.000000400000001,293.6043746666667,22.0182556,1.8355556,89.4380874,0.0,21.0,13.616666666666667,208.24188333333333,208.24188,145.12427
2017-01-21 13:45:00,28.816666666666666,5.4975000000000005,158.63751666666667,24.486666666666668,14.9488892,454.7490813333333,27.663601733333333,1.2100000666666666,207.9167478,0.0,21.0,13.866666666666667,146.90215833333335,146.90216,133.92384
2017-01-21 14:00:00,28.196666666666665,6.311166666666667,178.47016666666667,30.826666666666664,15.018889066666667,508.53549466666664,27.695064533333333,1.7033334666666666,196.16462266666667,0.0,21.0,14.116666666666667,119.82738333333333,119.827385,134.4119
2017-01-21 14:15:00,28.216666666666665,6.5696666666666665,185.36929999999998,32.059999999999995,14.784444933333333,552.0999973333332,27.888630266666667,1.5566666,210.44407733333335,0.0,21.0,14.366666666666667,197.68870833333332,197.6887,120.14735
2017-01-21 14:30:00,28.376666666666665,6.138833333333333,174.19343333333333,31.833333333333332,14.798889733333334,512.7981573333333,25.9227652,1.598889,219.56049866666666,0.0,21.0,14.616666666666667,126.69951666666665,126.69952,119.937935
2017-01-21 14:45:00,28.33,4.594666666666667,130.54921666666667,30.206666666666667,15.0966672,456.7408186666667,23.086123333333333,1.3977777333333334,212.4811104,0.0,21.0,14.866666666666667,120.11545,120.11545,130.00801
